film,sinopsis,genre
Titian serambut dibelah tudjuh (Aug),"ibrahim, pendidik muda yang teguh, menemukan kejanggalan-kejanggalan dalam kehidupan kampung yang akan dia tinggali. hatinya membenarkan apa yang pernah dikatakan musafir tua, yang berkelana dari desa ke desa untuk menambah ilmu atau mengajar, bahwa kehidupan masyarakatnya diibaratkan sebagai layang-layang putus. pak sulaeman selaku pendidik agama dan sesepuh kampung, kehidupannya banyak dipengaruhi kebejatan moral pak harun, orang terkaya di kampung itu, yang hidupnya melakukan perjudian dan perbuatan homoseksual. cara mengajar agama sulaeman pun keras dan konservatif. hal ini berbeda dengan cara pendekatan ibrahim, hingga ia harus berhadapan dengan pendidik tua itu. di sisi lain, ibrahim juga harus berhadapan dengan arsad, pemuda berandalan yang tidak suka dengan kehadirannya, terutama karena ibrahim pernah memergoki arsad ketika memperkosa halimah, gadis desa yang kemudian dianggap jiwa sakit. ia juga harus berhadapan dengan istri pak harun, jamilah yang jatuh cinta padanya, lalu memfitnahnya. ibrahim ibarat tengah sepanjang titian serambut dibelah tujuh. ibrahim berhasil membuka kesadaran kehidupan di kampung itu. apalagi arsad dipergoki penduduk tengah berusaha memperkosa gadis lain, hingga penduduk marah. ibrahim sendiri kena difitnah istri harun dengan tuduhan memperkosa. di tengah kerumunan penduduk yang bermaksud menghukum, muncul lagi sang musafir tua yang mendudukkan kasus sebenarnya. salah satu film terbaik dari sutradara chaerul umam.",Romantis
Sunshine Becomes You (Aug),gadis ballerina yang secara tidak sengaja membuat pianis jatuh dari tangga kemudian pianis laki-laki meminta untuk bertanggung jawab dengan menjadi pembantunya sampai dia benar-benar pulih.,Romantis
Dear Love (Aug),film ini bercerita tentang seorang gadis bernama rayya (mentari de marelle) yang sejak kecil berteman dengan nico (dimas aditya). keduanya saling menjaga hingga dewasa terutama nico kepada rayya. alasannya karena rayya memiliki penyakit lemah jantung yang membuat dirinya mudah pingsan. dengan perhatian yang besar dari nico rayya menjadi ketergantungan dengan sahabatnya itu. bagi ibu rayya (wanda hamidah) yang menjadi orang pertama yang dianggap orang terpenting dalam hidupanya dan kedua adalah nico. nico mengetahui semua informasi pribadi rayya dari siapapun termasuk siapa saja lelaki yang pernah mendekatinya. rayya yang suka menyimpan informasi pribadi dan menyimpannya dalam sebuah kotak cantik yang berukir hati yang dia namakan ‘whisper’. di mana tersimpan surat-surat cinta rayya yang ditulisnya untuk lelaki yang diidamkannya. suatu ketika rayya dikejutkan oleh kehadiran para lelaki yang hadir secara bersamaan tanpa diundang yaitu mike (delano daniel) cello (eza gionino) dan mantan kekasih raya bernama addin (billy davidson). namun di samping itu sosok nico menghilang secara tiba-tiba sejak saat itu. saat itulah rayya merasa bahwa perasaan yang ia miliki terhadap nico selama 15 tahun ternyata adalah cinta.,Romantis
Udah Putusin Aja! (Aug),"cerita film ini dimulai dari remaja bernama faraz yang berada di lingkungan kerabat yang baik namun diduga hamil di luar nikah. berbagai pemikiran skeptis pun terlintas di pikiran teman-temannya termasuk amanda sahabat sekolahnya yang menganggap faraz sebagai sosok yang munafik. dugaan yang belum terbukti ini membuat amanda merasa penasaran kenapa pihak sekolah belum mengeluarkan faraz dari sekolah. apalagi sebelumnya terdapat siswi yang lain juga hamil namun langsung dikeluarkan oleh pihak sekolah. apalagi ketika ia berpacaran dengan cowok lain, orang tuanya malah meminta faraz untuk belajar di pesantren. lalu bagaimana sebenarnya persahabatan amanda dan fariz? bagaimana dengan kisah cinta amanda dan kekasihnya? seharusnya terucap “udah putusin aja!”",Romantis
Ken Arok-Ken Dedes (Aug),ken arok dibesarkan di dunia hitam oleh lembong yang terletak di kuburan ketika masih bayi. karena tingkah lakunya yang keterlaluan ken arok diusir lalu eksistensi bersama bango samparan. inipun tidak berlangsung lama karena terjadi persaudaraan dengan istri samparan. karena ken arok sering mendesak kiriman upeti kerajaan ia menjadi buronan. di tengah kelananya ia bertemu dengan pendeta loh gawe yang banyak memberikan ilmu kepemimpinan. sementara itu akuwu tumapel tunggul ametung berhasil menculik ken dedes untuk dijadikan isteri. atas jasa loh gawe ken arok dapat diterima menjadi prajurit di tumapel. sejalan dengan kariernya di istana begitu ken arok memandang ken dedes ia langsung jatuh cinta. niat buruk untuk membunuh tunggul ametung pun muncul di pikiran. karena loh gawe tidak setuju dengan niatnya ken arok meminta restu ayah angkatnya bango samparan. maka ia lalu memesan keris kepada empu gandring. kecewa atas pesanan keris yang tidak kunjung selesai ken arok marah dan membunuh empu gandring dengan keris yang dipesannya. sebelum meninggal gandring sempat mengutuk ken arok bahwa ia juga akan mati oleh keris itu. di istana ken arok menitipkan kerisnya kepada kebo ijo perwira sombong yang suka pamer dan mengatakan bahwa keris itu adalah miliknya sendiri. suatu malam ken arok mencuri kerisnya dari kebo ijo lalu membunuh tunggul ametung. rakyat tumapel gempar dan menuduh kebo ijo sebagai pembunuhnya. niat ken arok mengawini ken dedes tercapai bahkan menggantikan kedudukan tunggul ametung dan mengembangkan kerajaan. ken arok tetap tidak terhindar dari kutukan empu gandring.,Romantis
Aduhai manisnya (Aug),"elvi berkeras tidak setuju ayah kawin dengan cewek pilihannya. karena itu ia memilih pergi ke jakarta dan masuk akademi perawat. setelah lulus dan bekerja ia bermaksud mengambil adiknya. ternyata ayahnya telah meninggal dan adiknya diusir ibu tiri. ibu tirinya tidak bisa memberi kabar karena tidak tahu alamatnya. suatu saat ketika sedang naik mobil bersama pacarnya, ia adik melihatnya meminta-minta di mobil (dunia sepertinya kecil sekali, hingga saling mudah ketemu). elvi tak mau menegur, takut pacarnya lari. baru setelah adiknya kecelakaan dan dirawat di rumah sakit tempat ia bekerja, elvi berterus terang pada pacarnya, penyanyi top, achmad albar. padahal achmad sudah tahu, malah membiayai seluruh pengobatan. maka : akhir yang bahagia.",Romantis
Apa artinya cinta? (Aug),aliza (shandy aulia) adalah seorang gadis berusia 17 tahun yang kehidupan di tengah sanak saudara yang kaya dan harmonis. selain rutinitas sekolah ia dan sahabat karibnya mitha (acha septriasa) sering hang-out bersama teman-temannya yang lain. hal yang berbeda dari kehidupannya adalah pernikahan kakaknya rio (mischa chandrawinata) yang akan dilangsungkan beberapa minggu lagi dan keinginan aliza untuk kuliah di luar negeri yang masih menjadi pertimbangan ayahnya (onky alexander} dan ibunya (sari nila) yang hamil anak ketiga.,Romantis
Jaka Sembung (Aug),indonesia adalah negara dalam kekacauan. rakyat miskin dan ditindas oleh pemerintah belanda. namun satu harapan tetap dalam bentuk pemimpin pemberontak djaka semboeng. pemberontaknya dan kemampuan bertarungnya yang terkenal mengilhami orang-orang untuk bertahan. van shramm perwakilan belanda di jawa menawarkan hadiah untuk wafat semboeng dan mempekerjakan seorang pejuang perkasa kobar yang tak bertekad untuk mengejarnya. satu pertempuran singkat kemudian kobar mati dan van shramm berubah menjadi seorang penyihir baginya. penyihir membangkitkan kembali musuh mematikan semboeng kieten untuk membalas dendam. kieten menghadapi semboeng dan mengalahkannya - semboeng dipenjara dan dibutakan oleh van shramm yang kejam. namun putri van shramm jatuh cinta pada semboeng dan membebaskannya. semboeng kembali menghadapi kieten dan dikuasai oleh sihirnya - akhirnya berubah menjadi babi sebelum melarikan diri dari penjara! pesulap yang ramah mengembalikan semboeng ke bentuk manusia dan mengajarkan keterampilan baru yang akan dibutuhkannya saat ia bersiap menghadapi kieten untuk terakhir kalinya.,Romantis
Sang martir (Aug),rangga (adipati dolken) pelajar usia 20 tahun tinggal sejak kecil di panti asuhan bersama adiknya sarah (ghina salsabila). panti asuhan ini milik haji rachman (jamal mirdad) dan istrinya hajjah rosna (henidar amroe) yang tidak memiliki keturunan dan menjadi orang tua bagi anak-anak panti. suatu hari anak panti bernama lili (widy vierra) 17 tahun diperkosa oleh jerink (edo borne) seorang preman setempat. kepala premannya rambo (tio pakusadewo) kakak jerink. rangga yang sejak awal membenci premanisme meminta pertanggung jawaban jerink. rangga dan jerink terlibat duel hingga jerink mati dibunuh oleh pisaunya sendiri. rangga dipenjara selama 3 tahun. rambo mengirim orang untuk menghabisi rangga di penjara tapi tidak berhasil membalas dendam atas meninggal adiknya. rangga satu sel dengan pendeta josep yang melindungi rangga. pendeta josep dijebloskan ke penjara karena kasus ambon dan pendeta yang bijak ini sangat sadar peristiwa ambon adalah bagian dari konspirasi isu. walaupun keyakinan berbeda rangga dan pendeta josep saling menghargai bahkan rangga menganggap pendeta josep seperti ayahnya. situasi panti setelah rangga di penjara berubah tragis haji rachman mati oleh rambo untuk menguasai kepemilikan areal panti. panti anak-anak diberhentikan sekolahnya dan dijadikan pengemis jalanan. sahabat rangga di panti arman malah kakinya dipenggal rambo karena melawan setelah mengetahui rambo merebut paksa tanah panti asuhan dari haji rachman dengan meracuninya. saat rangga bebas orang-orang suruhan rambo siap menghabisinya. kejar-kejaran antara mereka dengan rangga menyudutkannya di gang buntu tiba-tiba sebuah mobil ditumpangi pergaulan preman lain menyelamatkan rangga dan menghabisi orang-orangnya rambo. pergaulan itu anak buah jerry (ray sahetapy) musuh bebuyutan rambo. bagi jerry siapapun yang telah membunuh anak buah rambo berarti saudaranya sebagaimana ucapannya ke rangga. padahal jerry punya kepentingan pada rangga yang nantinya bekerja sebagai kurir bisnis narkobanya. jerry sangat kharismatik penguasa wilayah mayoritas kristen sekaligus donator terbesar gereja di wilayahnya. rangga menempati rumah kontrakan milik jerry di dekatnya dengan gereja. hampir setiap hari seorang gadis remaja cinta (nadine alexandra) berdiri di luar gereja. rangga penasaran melihat gadis itu berdoa di luar. cinta kecewa atas kondisi sosial tempatnya tinggal. cinta protes untuk tidak masuk gereja hingga semua masyarakat di lingkungannya termasuk gereja pastur berani mengungkapkan kebenaran dan keadilan. cinta tidak membenci agama maupun rumah ibadahnya. cinta adalah korban perkosaan daniel (ganindra bimo) adik jerry. pastur bono (adi kurdi) mengetahui kejadian itu tapi pastur tidak berani bicara jujur ​​karena daniel adik jerry. rangga dan cinta saling mengenal dan menjadi dekat dan saling jatuh cinta. cinta bekerja di pabrik mainan yang dikelola jerry pabrik kamuflase bisnis jerry. rangga juga bekerja sebagai kurir mainan yang sebenarnya mengemas narkoba. konflik pergaulan rambo dan jerry semakin memanas karena perebutan wilayah bahkan situasi menjadi lebih parah saat rambo mendapatkan perintah seorang oknum untuk mengalihkan perhatian masyarakat atas kasus korupsinya dengan perang antargeng dan isu bom gereja. rambo mendekatkan gereja di wilayah jerry. sebagai penguasa wilayah panti rambo memaksa rangga untuk menjadi martir sebagai adil keselamatan semua anak-anak panti asuhan.dilema bagi rangga: menyelamatkan anak-anak panti asuhan atau mengikuti perintah rambo untuk membom gereja.,Romantis
Surat Cinta untuk Starla the Movie (Aug),pria hema yang memacu cintanya pada alam memiliki keunikan membuat surat cinta untuk alam. dibantu oleh warisan motor tik tua mantan kakek jurnalisnya hema menciptakan mural yang menunjukkan betapa banyak cinta hema terhadap alam. alam adalah satu-satunya cinta yang diketahui hema. hingga suatu hari hema mengenal starla. seorang gadis cantik dan mandiri yang selama enam jam telah berhasil membuatnya jatuh cinta. untuk pertama kalinya hema menyadari ada surat cinta yang lebih indah dari surat cinta untuk alam yang merupakan surat cinta untuk starla. tetapi ketika hema dan starla semakin dekat tiba-tiba saja sikap starla berubah. starla marah dan menjauh dari hema bahkan menyuruh hema melupakan 6 jam dari kisah mereka yang menjadi viral di media sosial bahkan disiarkan di radio oleh athena seorang teman hema. sampai suatu hari hema baru saja mengetahui penyebab perubahan sikap starla terkait dengan siasat tersembunyi masa lalu rumah tangga hema. bagaimana hubungan hema dan starla berlanjut? bagaimana starla melanjutkan tunangan bimo?,Romantis
Hijrah Cinta (Aug),cerita tentang almarhum ustadz jefri al buchori (alfie alfandy) alias uje yang dikenal sebagai ustad gaul. uje muda hayut dalam kenikmatan dunia. ia sia-siakan bakat yang dimilikinya: aktor berbakat model ternama bahkan masa depan yang bagus. karena ulahnya ia dijauhi rekan dan sahabat. bahkan harapan seorang ibu yang menginginkan sang anak tidak menyia-nyiakan eksistensi malah harus pasrah menghadapi kenyataan. perkenalan uje dengan seorang gadis bernama pipik (revalina s. temat) mengubah hidupnya. ia begitu terkesan setelah penayangan pertama. pipik pun meyakini bahwa lelaki yang dicintainya ini memiliki tekad besar untuk mengubah hidupnya. pipik tidak hanya menjadi saksi perubahan eksistensi uje tetapi juga penyelamat eksistensi uje lepas dari jerat narkoba,Romantis
Habibie & Ainun (Aug),film ini adalah prekuel dari film habibie dan ainun pada tahun 2012 yang didasarkan pada buku rudy: kisah masa muda sang visioner oleh gina s. noer atau dalam bahasa inggris rudy: kehidupan muda sang visioner. alur ceritanya dimulai ketika rudy habibie memasuki rwth dan bertemu dengan teman-temannya di jerman dan kehidupan perjuangannya sebagai pelajar dan kehidupan cintanya sebelum akhirnya ia bertemu dengan ainun. ceritanya juga memuat arti persahabatan dan harta kerabat dan seberapa keras dan kehidupan yang keras. film ini juga menonjolkan makna patriotisme dan pemahaman tentang kehidupan nusantara dan budaya.,Romantis
Lovely Man (Aug),cahaya (raihaanun) gadis pesantren pergi ke jakarta untuk mencari bapaknya syaiful (donny damara) yang meninggalkan rumah waktu cahaya masih berusia empat tahun. sesampainya di ibukota cahaya menemukan bahwa bapaknya jauh dari harapannya. syaiful ternyata setiap malam bekerja sebagai waria dengan nama ipuy. mereka berdua pun berjalan melintasi jalanan ibukota semalaman mencoba menemukan kembali ikatan kerabat yang sudah lama hilang.,Romantis
Titian serambut dibelah tudjuh (Aug),"ibrahim, ustaz muda yang teguh, menemukan kejanggalan-kejanggalan dalam kehidupan kampung yang akan dia tinggali. hatinya membenarkan apa yang pernah dikatakan musafir tua, yang berkelana dari desa ke desa untuk menambah ilmu atau mengajar, bahwa kehidupan masyarakatnya diibaratkan sebagai layang-layang putus. pak sulaeman selaku ustaz agama dan sesepuh kampung, kehidupannya banyak dipengaruhi kebejatan moral pak harun, orang terkaya di kampung itu, yang hidupnya melakukan perjudian dan perbuatan homoseksual. cara mengajar agama sulaeman pun keras dan konservatif. hal ini berbeda dengan cara pendekatan ibrahim, hingga ia harus berhadapan dengan ustaz tua itu. di sisi lain, ibrahim juga harus berhadapan dengan arsad, pemuda berandalan yang tidak suka dengan kehadirannya, terutama karena ibrahim pernah memergoki arsad ketika memperkosa halimah, gadis desa yang kemudian dianggap jiwa sakit. ia juga harus berhadapan dengan istri pak harun, jamilah yang jatuh cinta padanya, lalu memfitnahnya. ibrahim ibarat tengah sepanjang titian serambut dibelah tujuh. ibrahim berhasil membuka kesadaran kehidupan di kampung itu. apalagi arsad dipergoki penduduk tengah berusaha memperkosa gadis lain, hingga penduduk marah. ibrahim sendiri kena difitnah istri harun dengan tuduhan memperkosa. di tengah kerumunan penduduk yang bermaksud menghukum, muncul lagi sang musafir tua yang mendudukkan kasus sebenarnya. salah satu film terbaik dari sutradara chaerul umam.",Romantis
